ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
AL051902,UNNAMED,19021101,0,  , TD,20.0N,67.3W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011903,UNNAMED,19030721,0,  , TS,20.0N,67.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021903,UNNAMED,19030806,600,  , TS,11.8N,42.3W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,19030909,600,  , TS,21.4N,72.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041903,UNNAMED,19030912,0,  , TS,22.5N,55.6W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051903,UNNAMED,19030919,0,  , TD,20.8N,71.6W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061903,UNNAMED,19030926,600,  , TS,22.9N,58.8W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071903,UNNAMED,19031001,0,  , TS,17.7N,57.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081903,UNNAMED,19031005,0,  , TS,25.5N,72.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091903,UNNAMED,19031021,600,  , TD,21.2N,72.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101903,UNNAMED,19031117,600,  , TS,19.0N,37.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011904,UNNAMED,19040610,1200,  , TD,13.0N,80.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021904,UNNAMED,19040908,0,  , TS,16.2N,54.0W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031904,UNNAMED,19040928,0,  , TD,12.0N,80.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,19041012,600,  , TS,15.3N,75.7W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051904,UNNAMED,19041019,600,  , TS,25.8N,45.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061904,UNNAMED,19041031,1200,  , TS,20.0N,91.3W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011905,UNNAMED,19050906,1200,  , TS,11.6N,58.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021905,UNNAMED,19050911,1200,  , TS,19.5N,51.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031905,UNNAMED,19050924,600,  , TS,17.7N,84.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041905,UNNAMED,19051001,600,  , TD,11.0N,79.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051905,UNNAMED,19051005,600,  , TS,23.0N,88.9W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011906,UNNAMED,19060608,1200,  , TS,19.4N,83.6W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,19060614,600,  , TS,22.9N,76.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031906,UNNAMED,19060822,600,  , TD,28.7N,53.1W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041906,UNNAMED,19060825,1200,  , TS,14.0N,21.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051906,UNNAMED,19060903,1200,  , TS,10.2N,33.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061906,UNNAMED,19060919,1200,  , TD,12.0N,77.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071906,UNNAMED,19060922,0,  , TS,30.3N,31.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,19061008,600,  , TS,11.3N,76.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091906,UNNAMED,19061014,600,  , TS,33.7N,62.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101906,UNNAMED,19061015,600,  , TS,21.0N,69.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111906,UNNAMED,19061105,0,  , TD,18.5N,82.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011907,UNNAMED,19070624,1200,  , TS,16.0N,78.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021907,UNNAMED,19070918,1200,  , TD,25.0N,79.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031907,UNNAMED,19070927,600,  , TS,22.3N,94.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041907,UNNAMED,19071017,600,  , TS,26.3N,67.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051907,UNNAMED,19071106,0,  , TS,31.5N,39.7W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011908,UNNAMED,19080306,1200,  , TS,23.8N,60.2W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021908,UNNAMED,19080524,1200,  , TD,21.0N,71.7W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031908,UNNAMED,19080724,1200,  , TD,27.5N,75.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041908,UNNAMED,19080729,0,  , TD,29.6N,94.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051908,UNNAMED,19080830,1200,  , TS,33.0N,72.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061908,UNNAMED,19080907,1200,  , TS,15.4N,51.7W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071908,UNNAMED,19080916,1200,  , TS,24.7N,90.5W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081908,UNNAMED,19080921,1200,  , TS,12.5N,46.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091908,UNNAMED,19081014,1200,  , TD,11.7N,78.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101908,UNNAMED,19081019,1200,  , EX,35.0N,72.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011909,UNNAMED,19090615,0,  , TD,10.6N,82.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021909,UNNAMED,19090625,1200,  , TS,25.0N,84.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,19090626,1200,  , TD,21.0N,72.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041909,UNNAMED,19090713,1200,  , TD,12.3N,60.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051909,UNNAMED,19090806,0,  , TD,16.6N,79.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061909,UNNAMED,19090820,600,  , TS,15.4N,55.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071909,UNNAMED,19090822,0,  , TD,23.0N,85.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,19090828,0,  , TS,23.7N,73.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091909,UNNAMED,19090913,1200,  , TD,17.5N,71.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101909,UNNAMED,19090924,0,  , TD,22.0N,83.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111909,UNNAMED,19091006,1200,  , TD,10.7N,76.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121909,UNNAMED,19091108,1200,  , TS,10.5N,81.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011910,UNNAMED,19100823,600,  , TS,15.0N,62.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021910,UNNAMED,19100826,1200,  , TD,26.7N,91.7W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031910,UNNAMED,19100905,600,  , TS,17.0N,58.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041910,UNNAMED,19100924,600,  , TS,27.8N,60.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051910,UNNAMED,19101009,600,  , TD,11.2N,79.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011911,UNNAMED,19110804,1200,  , TD,31.0N,86.0W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021911,UNNAMED,19110808,1200,  , TD,25.5N,82.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031911,UNNAMED,19110823,600,  , TS,25.2N,65.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041911,UNNAMED,19110903,1200,  , TD,12.0N,57.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051911,UNNAMED,19110915,1200,  , TS,34.0N,55.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061911,UNNAMED,19111026,0,  , TD,22.5N,75.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011912,UNNAMED,19120607,1200,  , TS,28.0N,88.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,19120712,1200,  , TS,25.0N,74.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031912,UNNAMED,19120902,0,  , TD,38.2N,72.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041912,UNNAMED,19120910,1200,  , TD,29.0N,84.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051912,UNNAMED,19121003,1200,  , EX,28.5N,88.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061912,UNNAMED,19121011,1200,  , TS,18.5N,80.7W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071912,UNNAMED,19121111,600,  , TS,11.2N,79.7W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011913,UNNAMED,19130621,600,  , TD,11.0N,80.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021913,UNNAMED,19130814,1200,  , TD,32.0N,68.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031913,UNNAMED,19130826,1200,  , TD,12.5N,21.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041913,UNNAMED,19130830,1200,  , TS,28.5N,72.5W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051913,UNNAMED,19131002,1200,  , EX,41.0N,71.0W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061913,UNNAMED,19131028,0,  , TS,18.0N,86.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19140915,0,  , TD,25.2N,76.4W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011915,UNNAMED,19150731,600,  , TS,27.4N,76.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021915,UNNAMED,19150805,1200,  , TD,14.0N,26.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031915,UNNAMED,19150827,1200,  , TS,18.0N,44.5W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041915,UNNAMED,19150831,1200,  , TD,15.0N,79.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051915,UNNAMED,19150919,1200,  , TD,25.5N,63.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061915,UNNAMED,19150921,1200,  , TS,12.3N,61.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19160513,1200,  , TD,21.0N,80.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021916,UNNAMED,19160628,1200,  , TD,12.5N,79.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031916,UNNAMED,19160710,600,  , TD,11.5N,52.1W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041916,UNNAMED,19160711,600,  , TS,25.9N,71.2W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051916,UNNAMED,19160804,1200,  , TS,24.0N,94.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061916,UNNAMED,19160812,600,  , TS,13.4N,55.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071916,UNNAMED,19160821,600,  , TS,16.0N,60.3W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081916,UNNAMED,19160827,600,  , TS,14.0N,47.6W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091916,UNNAMED,19160904,1200,  , TS,24.2N,75.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101916,UNNAMED,19160913,1200,  , TD,20.5N,56.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111916,UNNAMED,19160917,1200,  , TS,13.0N,45.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121916,UNNAMED,19161002,600,  , TS,26.5N,74.6W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131916,UNNAMED,19161006,600,  , TD,11.7N,59.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141916,UNNAMED,19161009,600,  , TD,18.5N,75.6W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151916,UNNAMED,19161111,0,  , TD,12.3N,75.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011917,UNNAMED,19170706,1200,  , TD,12.0N,59.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021917,UNNAMED,19170806,0,  , TS,32.0N,67.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031917,UNNAMED,19170830,600,  , TS,15.5N,44.5W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041917,UNNAMED,19170920,0,  , TS,13.4N,57.1W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011918,UNNAMED,19180801,0,  , TS,12.6N,58.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021918,UNNAMED,19180822,600,  , TS,12.0N,57.5W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031918,UNNAMED,19180823,600,  , TS,27.7N,73.3W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041918,UNNAMED,19180831,1200,  , TS,35.0N,51.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051918,UNNAMED,19180902,0,  , TS,24.6N,57.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061918,UNNAMED,19180909,0,  , TS,13.9N,59.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011919,UNNAMED,19190702,600,  , TD,24.6N,84.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021919,UNNAMED,19190902,1200,  , TD,16.0N,61.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031919,UNNAMED,19190902,0,  , TD,33.0N,72.7W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041919,UNNAMED,19190929,0,  , TD,27.5N,75.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051919,UNNAMED,19191110,0,  , EX,32.0N,58.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011920,UNNAMED,19200907,0,  , TS,11.1N,36.6W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021920,UNNAMED,19200916,600,  , TD,11.7N,76.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031920,UNNAMED,19200919,600,  , TD,30.4N,76.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041920,UNNAMED,19200923,1200,  , TD,32.5N,57.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051920,UNNAMED,19200925,600,  , TD,25.0N,83.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011921,UNNAMED,19210616,0,  , TD,16.5N,82.4W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021921,UNNAMED,19210904,1200,  , TD,21.0N,95.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031921,UNNAMED,19210906,0,  , TS,10.0N,40.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041921,UNNAMED,19210908,0,  , TS,23.0N,63.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051921,UNNAMED,19211015,1200,  , TD,24.0N,84.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061921,UNNAMED,19211020,0,  , TS,12.7N,80.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071921,UNNAMED,19211119,0,  , TD,20.9N,65.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011922,UNNAMED,19220612,1200,  , TD,15.5N,82.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021922,UNNAMED,19220913,0,  , TD,10.4N,46.8W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031922,UNNAMED,19220918,0,  , TD,28.8N,79.4W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041922,UNNAMED,19221011,0,  , TD,12.0N,75.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051922,UNNAMED,19221012,0,  , TD,16.5N,84.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011923,UNNAMED,19230622,1200,  , TD,20.0N,95.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021923,UNNAMED,19230901,0,  , TD,29.4N,73.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031923,UNNAMED,19230907,0,  , TD,11.7N,19.4W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041923,UNNAMED,19230910,0,  , TD,27.0N,73.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051923,UNNAMED,19230924,1800,  , TS,21.0N,73.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061923,UNNAMED,19231012,600,  , TS,10.4N,93.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071923,UNNAMED,19231015,0,  , TS,21.6N,63.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081923,UNNAMED,19231016,1200,  , TS,20.5N,95.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091923,UNNAMED,19231024,600,  , TS,19.3N,59.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011924,UNNAMED,19240618,0,  , TS,17.6N,85.2W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021924,UNNAMED,19240728,600,  , TD,28.5N,78.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031924,UNNAMED,19240816,600,  , TD,10.5N,54.6W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041924,UNNAMED,19240826,0,  , TS,13.7N,48.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051924,UNNAMED,19240913,0,  , TS,24.0N,84.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061924,UNNAMED,19240920,0,  , TD,15.8N,22.6W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071924,UNNAMED,19240924,0,  , TD,11.3N,22.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081924,UNNAMED,19240927,0,  , TD,16.5N,86.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091924,UNNAMED,19241011,1200,  , TD,25.5N,88.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101924,UNNAMED,19241014,0,  , TD,15.7N,83.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111924,UNNAMED,19241105,1200,  , TS,12.5N,80.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011925,UNNAMED,19250818,0,  , TD,29.0N,75.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021925,UNNAMED,19250825,1200,  , TD,30.0N,78.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031925,UNNAMED,19250906,0,  , TD,22.0N,93.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041925,UNNAMED,19251127,0,  , TD,20.2N,85.9W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011926,UNNAMED,19260722,600,  , TS,12.8N,56.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021926,UNNAMED,19260729,1200,  , TD,16.0N,46.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031926,UNNAMED,19260820,1200,  , TD,12.5N,75.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041926,UNNAMED,19260901,0,  , TD,13.8N,41.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051926,UNNAMED,19260910,600,  , TS,25.6N,54.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061926,UNNAMED,19260911,0,  , TD,16.6N,81.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071926,UNNAMED,19260911,1200,  , TS,15.4N,46.0W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081926,UNNAMED,19260921,1200,  , TS,29.0N,49.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091926,UNNAMED,19261003,0,  , TD,14.5N,79.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101926,UNNAMED,19261014,600,  , TD,11.5N,81.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111926,UNNAMED,19261112,600,  , TD,11.2N,79.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011927,UNNAMED,19270818,1200,  , TS,14.0N,40.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021927,UNNAMED,19270902,600,  , TD,16.7N,20.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031927,UNNAMED,19270922,1200,  , TD,10.3N,36.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041927,UNNAMED,19270923,0,  , TS,19.0N,49.2W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051927,UNNAMED,19270930,1200,  , TD,23.0N,69.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061927,UNNAMED,19271016,0,  , TD,16.5N,87.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071927,UNNAMED,19271030,1200,  , TD,19.5N,80.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081927,UNNAMED,19271119,0,  , TD,20.5N,50.4W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011928,UNNAMED,19280803,0,  , TS,18.8N,63.6W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021928,UNNAMED,19280807,1200,  , TD,11.5N,60.3W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031928,UNNAMED,19280901,1800,  , TD,17.2N,72.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041928,UNNAMED,19280906,0,  , TD,14.2N,17.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051928,UNNAMED,19280908,1200,  , TS,18.0N,48.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
